trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
18,False,"{'a': 0.0099, 'e': 0.8367750517418029}",35,0,-161.7827970382204,"{0: 24, 1: 2, 2: 6, 3: 0, 4: 3}",0
19,False,"{'a': 0.0099, 'e': 0.8285318499048928}",25,0,-169.10222809954578,"{0: 13, 1: 5, 2: 4, 3: 0, 4: 3}",0
20,False,"{'a': 0.0099, 'e': 0.8203698531378311}",25,16,-47.42976767552019,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 1}",1
21,False,"{'a': 0.0099, 'e': 0.8122882614767808}",30,18,-5.121773204334577,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
22,False,"{'a': 0.0099, 'e': 0.804286282838474}",20,0,4.953976726482836,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
23,False,"{'a': 0.0099, 'e': 0.7963631329425789}",25,0,-64.35825929240033,"{0: 19, 1: 3, 2: 1, 3: 1, 4: 1}",0
24,False,"{'a': 0.0099, 'e': 0.7885180352348315}",20,0,-47.39452786942841,"{0: 13, 1: 3, 2: 4, 3: 0, 4: 0}",0
25,False,"{'a': 0.0099, 'e': 0.7807502208109257}",20,0,-91.23322488145223,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
26,False,"{'a': 0.0099, 'e': 0.7730589283411515}",20,0,-90.65082972895244,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
27,False,"{'a': 0.0099, 'e': 0.7654434039957773}",25,0,-82.8594906794937,"{0: 17, 1: 3, 2: 3, 3: 1, 4: 1}",0
28,False,"{'a': 0.0099, 'e': 0.7579029013711654}",25,0,-79.38840110980715,"{0: 19, 1: 3, 2: 1, 3: 0, 4: 2}",0
29,False,"{'a': 0.0099, 'e': 0.7504366814166178}",20,0,-118.30845430158325,"{0: 13, 1: 0, 2: 5, 3: 0, 4: 2}",0
30,False,"{'a': 0.0099, 'e': 0.7430440123619398}",20,0,-98.78507916027783,"{0: 11, 1: 2, 2: 6, 3: 0, 4: 1}",0
31,False,"{'a': 0.0099, 'e': 0.7357241696457196}",25,0,-108.24632734767262,"{0: 19, 1: 0, 2: 3, 3: 1, 4: 2}",0
32,False,"{'a': 0.0099, 'e': 0.7284764358443131}",20,0,-119.29766990050622,"{0: 9, 1: 2, 2: 8, 3: 0, 4: 1}",0
33,False,"{'a': 0.0099, 'e': 0.7213001006015285}",20,0,-5.371958353710974,"{0: 15, 1: 5, 2: 0, 3: 0, 4: 0}",0
34,False,"{'a': 0.0099, 'e': 0.7141944605590042}",30,13,-18.38762558300925,"{0: 12, 1: 3, 2: 2, 3: 0, 4: 0}",1
35,False,"{'a': 0.0099, 'e': 0.7071588192872713}",25,12,-21.31593878000871,"{0: 9, 1: 1, 2: 3, 3: 0, 4: 0}",1
36,False,"{'a': 0.0099, 'e': 0.7001924872174969}",30,0,-93.76213596424311,"{0: 21, 1: 5, 2: 2, 3: 0, 4: 2}",0
37,False,"{'a': 0.0099, 'e': 0.6932947815738983}",30,0,-151.91415959089179,"{0: 18, 1: 3, 2: 7, 3: 0, 4: 2}",0
38,False,"{'a': 0.0099, 'e': 0.6864650263068238}",20,7,23.786582537449476,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
39,False,"{'a': 0.0099, 'e': 0.6797025520264923}",30,13,-62.534703994345975,"{0: 11, 1: 2, 2: 3, 3: 0, 4: 1}",1
40,False,"{'a': 0.0099, 'e': 0.6730066959373864}",25,0,-105.23951080175625,"{0: 14, 1: 3, 2: 7, 3: 0, 4: 1}",1
41,False,"{'a': 0.0099, 'e': 0.6663768017732907}",20,0,-62.33923880855245,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
42,False,"{'a': 0.0099, 'e': 0.6598122197329709}",35,12,-113.73775452707716,"{0: 14, 1: 3, 2: 4, 3: 0, 4: 2}",1
43,False,"{'a': 0.0099, 'e': 0.6533123064164864}",20,0,-23.789866527268288,"{0: 14, 1: 4, 2: 2, 3: 0, 4: 0}",0
44,False,"{'a': 0.0099, 'e': 0.6468764247621298}",25,17,-0.5872539720813665,"{0: 6, 1: 2, 2: 0, 3: 0, 4: 0}",1
45,False,"{'a': 0.0099, 'e': 0.6405039439839882}",20,0,-25.404110123912925,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
46,False,"{'a': 0.0099, 'e': 0.6341942395101196}",20,0,-28.502231674907286,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
47,False,"{'a': 0.0099, 'e': 0.6279466929213372}",20,0,-121.82108278002599,"{0: 12, 1: 1, 2: 5, 3: 0, 4: 2}",0
48,False,"{'a': 0.0099, 'e': 0.621760691890599}",20,0,-54.771773516185355,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
49,False,"{'a': 0.0099, 'e': 0.615635630122992}",20,0,-73.36899835904593,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
50,False,"{'a': 0.0099, 'e': 0.6095709072963093}",25,0,-108.36023219127425,"{0: 16, 1: 5, 2: 2, 3: 0, 4: 2}",0
51,False,"{'a': 0.0099, 'e': 0.6035659290022117}",30,0,-155.4177636380281,"{0: 20, 1: 3, 2: 4, 3: 0, 4: 3}",0
52,False,"{'a': 0.0099, 'e': 0.5976201066879697}",25,0,-38.07847166803331,"{0: 20, 1: 0, 2: 4, 3: 1, 4: 0}",0
53,False,"{'a': 0.0099, 'e': 0.5917328575987787}",25,0,-141.88962892258695,"{0: 17, 1: 0, 2: 4, 3: 2, 4: 2}",0
54,False,"{'a': 0.0099, 'e': 0.5859036047206426}",30,0,-121.2698664345432,"{0: 22, 1: 1, 2: 4, 3: 1, 4: 2}",0
55,False,"{'a': 0.0099, 'e': 0.5801317767238207}",20,0,-35.50038769935714,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",1
56,False,"{'a': 0.0099, 'e': 0.5744168079068306}",30,0,-100.80937179128794,"{0: 20, 1: 2, 2: 6, 3: 1, 4: 1}",0
57,False,"{'a': 0.0099, 'e': 0.5687581381410036}",20,0,-51.54775679792365,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
58,False,"{'a': 0.0099, 'e': 0.5631552128155863}",30,0,-8.722969672877628,"{0: 25, 1: 2, 2: 3, 3: 0, 4: 0}",0
59,False,"{'a': 0.0099, 'e': 0.5576074827833825}",20,0,-86.69277352706256,"{0: 14, 1: 1, 2: 2, 3: 2, 4: 1}",0
60,False,"{'a': 0.0099, 'e': 0.5521144043069306}",25,0,-74.8342960291769,"{0: 20, 1: 2, 2: 1, 3: 0, 4: 2}",0
61,False,"{'a': 0.0099, 'e': 0.546675439005212}",20,10,-72.62828016454229,"{0: 5, 1: 0, 2: 4, 3: 0, 4: 1}",1
62,False,"{'a': 0.0099, 'e': 0.5412900538008837}",20,10,-1.472996344224414,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
63,False,"{'a': 0.0099, 'e': 0.5359577208680306}",20,0,-14.446780501790663,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
64,False,"{'a': 0.0099, 'e': 0.5306779175804336}",20,0,-106.31578215936516,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 2}",0
65,False,"{'a': 0.0099, 'e': 0.525450126460346}",30,0,-55.03013977176844,"{0: 24, 1: 1, 2: 4, 3: 0, 4: 1}",0
66,False,"{'a': 0.0099, 'e': 0.5202738351277751}",20,0,-121.59236412008165,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 3}",0
67,False,"{'a': 0.0099, 'e': 0.5151485362502641}",20,0,-43.51831918699955,"{0: 14, 1: 0, 2: 6, 3: 0, 4: 0}",0
68,False,"{'a': 0.0099, 'e': 0.5100737274931669}",30,15,-45.35250762797446,"{0: 11, 1: 2, 2: 1, 3: 0, 4: 1}",1
69,False,"{'a': 0.0099, 'e': 0.5050489114704151}",20,12,-0.4128316322444874,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
70,False,"{'a': 0.0099, 'e': 0.5000735956957676}",20,0,-42.2305756699041,"{0: 16, 1: 2, 2: 0, 3: 1, 4: 1}",0
71,False,"{'a': 0.0099, 'e': 0.4951472925345429}",30,14,9.677742460323818,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
72,False,"{'a': 0.0099, 'e': 0.49026951915582456}",25,10,10.79537507112614,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
73,False,"{'a': 0.0099, 'e': 0.48543979748513916}",20,0,-1.5321025504219827,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
74,False,"{'a': 0.0099, 'e': 0.4806576541575994}",30,0,-69.5146013634941,"{0: 22, 1: 3, 2: 4, 3: 0, 4: 1}",0
75,False,"{'a': 0.0099, 'e': 0.4759226204715098}",20,10,-39.000808365362936,"{0: 7, 1: 2, 2: 0, 3: 0, 4: 1}",1
76,False,"{'a': 0.0099, 'e': 0.4712342323424283}",25,0,-52.41529557734437,"{0: 20, 1: 2, 2: 2, 3: 0, 4: 1}",0
77,False,"{'a': 0.0099, 'e': 0.4665920302576813}",20,7,-13.88061441930136,"{0: 10, 1: 0, 2: 3, 3: 0, 4: 0}",1
78,False,"{'a': 0.0099, 'e': 0.4619955592313265}",20,10,-8.111037517617143,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
79,False,"{'a': 0.0099, 'e': 0.45744436875955913}",25,8,-43.03601010774013,"{0: 13, 1: 2, 2: 1, 3: 0, 4: 1}",1
80,False,"{'a': 0.0099, 'e': 0.4529380127765577}",25,0,-81.05757756477522,"{0: 20, 1: 0, 2: 3, 3: 0, 4: 2}",0
81,False,"{'a': 0.0099, 'e': 0.4484760496107651}",20,8,-1.5038420551921015,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
82,False,"{'a': 0.0099, 'e': 0.44405804194159954}",20,0,-14.986615478647805,"{0: 18, 1: 0, 2: 0, 3: 2, 4: 0}",0
83,False,"{'a': 0.0099, 'e': 0.4396835567565929}",20,0,-17.407878025985024,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
84,False,"{'a': 0.0099, 'e': 0.4353521653089503}",20,9,9.95116649712245,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
85,False,"{'a': 0.0099, 'e': 0.4310634430755288}",25,17,-8.540595855172644,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
86,False,"{'a': 0.0099, 'e': 0.42681696971522903}",20,2,11.826543601955315,"{0: 16, 1: 2, 2: 0, 3: 0, 4: 0}",1
87,False,"{'a': 0.0099, 'e': 0.4226123290277978}",25,0,-26.053752290215773,"{0: 18, 1: 5, 2: 2, 3: 0, 4: 0}",0
88,False,"{'a': 0.0099, 'e': 0.4184491089130354}",20,0,-70.32672687217993,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 2}",0
89,False,"{'a': 0.0099, 'e': 0.4143269013304058}",30,2,6.231581540643763,"{0: 25, 1: 0, 2: 3, 3: 0, 4: 0}",1
90,False,"{'a': 0.0099, 'e': 0.41024530225904393}",20,10,-16.155103688766175,"{0: 8, 1: 1, 2: 0, 3: 1, 4: 0}",1
91,False,"{'a': 0.0099, 'e': 0.40620391165815767}",20,0,-1.6773224587176523,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
92,False,"{'a': 0.0099, 'e': 0.40220233342781886}",25,14,14.43726065266614,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
93,False,"{'a': 0.0099, 'e': 0.39824017537014206}",25,0,-46.702082332755936,"{0: 20, 1: 0, 2: 3, 3: 2, 4: 0}",0
94,False,"{'a': 0.0099, 'e': 0.3943170491508442}",25,0,-32.291504828694954,"{0: 21, 1: 3, 2: 0, 3: 0, 4: 1}",0
95,False,"{'a': 0.0099, 'e': 0.39043257026118416}",20,0,-1.2803736692595065,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
96,False,"{'a': 0.0099, 'e': 0.3865863579802764}",30,13,-3.4311119907956096,"{0: 15, 1: 0, 2: 1, 3: 1, 4: 0}",1
97,False,"{'a': 0.0099, 'e': 0.38277803533777643}",20,0,7.396667355874717,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
98,False,"{'a': 0.0099, 'e': 0.37900722907693346}",25,0,-79.25691956995908,"{0: 18, 1: 0, 2: 6, 3: 0, 4: 1}",0
99,False,"{'a': 0.0099, 'e': 0.3752735696180073}",25,17,2.4469706089477414,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
100,False,"{'a': 0.0099, 'e': 0.37157669102204566}",20,3,-35.51787358135181,"{0: 13, 1: 2, 2: 1, 3: 0, 4: 1}",1
101,False,"{'a': 0.0099, 'e': 0.36791623095501796}",20,0,-49.67193055645367,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
102,False,"{'a': 0.0099, 'e': 0.36429183065230286}",20,5,-90.00739048868653,"{0: 11, 1: 0, 2: 1, 3: 1, 4: 2}",1
103,False,"{'a': 0.0099, 'e': 0.3607031348835253}",25,7,-8.816461084112364,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 0}",1
104,False,"{'a': 0.0099, 'e': 0.3571497919177403}",25,11,-14.575655542248398,"{0: 10, 1: 2, 2: 2, 3: 0, 4: 0}",1
105,False,"{'a': 0.0099, 'e': 0.3536314534889593}",25,0,-121.02837761832464,"{0: 20, 1: 1, 2: 0, 3: 1, 4: 3}",0
106,False,"{'a': 0.0099, 'e': 0.3501477747620165}",25,2,-20.86818852357481,"{0: 20, 1: 1, 2: 1, 3: 0, 4: 1}",1
107,False,"{'a': 0.0099, 'e': 0.34669841429877113}",30,6,-144.30789011507005,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 4}",1
108,False,"{'a': 0.0099, 'e': 0.34328303402464305}",25,7,-2.7289636470799885,"{0: 15, 1: 2, 2: 1, 3: 0, 4: 0}",1
109,False,"{'a': 0.0099, 'e': 0.33990129919547757}",30,0,16.702556618509266,"{0: 28, 1: 0, 2: 2, 3: 0, 4: 0}",0
110,False,"{'a': 0.0099, 'e': 0.33655287836473696}",20,1,5.887399806363525,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 0}",1
111,False,"{'a': 0.0099, 'e': 0.3332374433510153}",25,2,-19.30833404588472,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 1}",1
112,False,"{'a': 0.0099, 'e': 0.32995466920587274}",25,0,-2.5679820810244838,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
113,False,"{'a': 0.0099, 'e': 0.3267042341819875}",25,6,-8.914729712074239,"{0: 16, 1: 1, 2: 1, 3: 1, 4: 0}",1
114,False,"{'a': 0.0099, 'e': 0.323485819701621}",20,0,17.73254804872136,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
115,False,"{'a': 0.0099, 'e': 0.32029911032539354}",20,15,4.077543385909256,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
116,False,"{'a': 0.0099, 'e': 0.31714379372136836}",25,0,-49.32141645550447,"{0: 21, 1: 0, 2: 2, 3: 1, 4: 1}",0
117,False,"{'a': 0.0099, 'e': 0.31401956063443914}",35,9,24.516394602573303,"{0: 24, 1: 1, 2: 1, 3: 0, 4: 0}",1
118,False,"{'a': 0.0099, 'e': 0.3109261048560202}",30,7,6.297611779825675,"{0: 20, 1: 1, 2: 2, 3: 0, 4: 0}",1
119,False,"{'a': 0.0099, 'e': 0.30786312319403425}",25,18,14.416743824527835,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
120,False,"{'a': 0.0099, 'e': 0.3048303154431968}",20,9,13.399523022354986,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
121,False,"{'a': 0.0099, 'e': 0.30182738435559237}",20,8,2.264916559947156,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
122,False,"{'a': 0.0099, 'e': 0.2988540356115412}",20,4,-31.178575766563835,"{0: 10, 1: 5, 2: 0, 3: 1, 4: 0}",1
123,False,"{'a': 0.0099, 'e': 0.29590997779075295}",25,0,15.10270036766711,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
124,False,"{'a': 0.0099, 'e': 0.2929949223437635}",20,8,-40.48419869342522,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 1}",1
125,False,"{'a': 0.0099, 'e': 0.29010858356365526}",20,0,13.495649858904512,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
126,False,"{'a': 0.0099, 'e': 0.2872506785580538}",35,0,-68.8905842318662,"{0: 27, 1: 3, 2: 3, 3: 1, 4: 1}",0
127,False,"{'a': 0.0099, 'e': 0.2844209272214018}",20,13,10.58448263826742,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
128,False,"{'a': 0.0099, 'e': 0.2816190522075055}",30,11,-8.653621756042568,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 0}",1
129,False,"{'a': 0.0099, 'e': 0.27884477890235193}",20,0,19.770560165705092,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
130,False,"{'a': 0.0099, 'e': 0.27609783539719357}",20,14,-0.7195169645981414,"{0: 4, 1: 2, 2: 0, 3: 0, 4: 0}",1
131,False,"{'a': 0.0099, 'e': 0.27337795246189867}",20,7,3.7989548404898192,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
132,False,"{'a': 0.0099, 'e': 0.27068486351856336}",25,7,27.314907766511027,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
133,False,"{'a': 0.0099, 'e': 0.2680183046153846}",25,2,37.58133595218725,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
134,False,"{'a': 0.0099, 'e': 0.2653780144007897}",25,8,-45.43514066670681,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 1}",1
135,False,"{'a': 0.0099, 'e': 0.26276373409782106}",20,9,7.875517486311521,"{0: 9, 1: 2, 2: 0, 3: 0, 4: 0}",1
136,False,"{'a': 0.0099, 'e': 0.26017520747877354}",25,0,20.15992519510816,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
137,False,"{'a': 0.0099, 'e': 0.2576121808400811}",20,9,20.787674742767482,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
138,False,"{'a': 0.0099, 'e': 0.2550744029774511}",20,2,21.17842294370729,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
139,False,"{'a': 0.0099, 'e': 0.25256162516124386}",20,12,-28.518779002638176,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
140,False,"{'a': 0.0099, 'e': 0.2500736011120941}",20,6,-49.46025473472493,"{0: 10, 1: 1, 2: 2, 3: 0, 4: 1}",1
141,False,"{'a': 0.0099, 'e': 0.247610086976773}",25,0,-42.282008620704566,"{0: 21, 1: 0, 2: 3, 3: 0, 4: 1}",0
142,False,"{'a': 0.0099, 'e': 0.24517084130428823}",20,1,9.198797355155374,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 0}",1
143,False,"{'a': 0.0099, 'e': 0.24275562502221879}",25,12,-16.53932056405216,"{0: 10, 1: 1, 2: 1, 3: 1, 4: 0}",1
144,False,"{'a': 0.0099, 'e': 0.24036420141328346}",30,22,12.108488590159748,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
145,False,"{'a': 0.0099, 'e': 0.23799633609214002}",25,3,-20.317812938731556,"{0: 18, 1: 1, 2: 2, 3: 1, 4: 0}",1
146,False,"{'a': 0.0099, 'e': 0.23565179698241293}",20,13,1.221697832847746,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
147,False,"{'a': 0.0099, 'e': 0.23333035429394713}",30,7,0.4833547307546604,"{0: 20, 1: 1, 2: 2, 3: 0, 4: 0}",1
148,False,"{'a': 0.0099, 'e': 0.23103178050028647}",20,0,-121.90056249886094,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 3}",0
149,False,"{'a': 0.0099, 'e': 0.2287558503163734}",20,1,2.0449891685198436,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 0}",1
150,False,"{'a': 0.0099, 'e': 0.22650234067646874}",30,0,-25.85167355220335,"{0: 25, 1: 0, 2: 4, 3: 1, 4: 0}",0
151,False,"{'a': 0.0099, 'e': 0.22427103071228877}",20,9,-7.853763250347311,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
152,False,"{'a': 0.0099, 'e': 0.22206170173135767}",20,0,13.637702695428013,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",0
153,False,"{'a': 0.0099, 'e': 0.21987413719557353}",20,0,-34.553269130010236,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
154,False,"{'a': 0.0099, 'e': 0.217708122699985}",20,3,6.388082620306913,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
155,False,"{'a': 0.0099, 'e': 0.2155634459517775}",20,14,9.427475492531256,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
156,False,"{'a': 0.0099, 'e': 0.21343989674946612}",20,0,-4.455245757203897,"{0: 16, 1: 3, 2: 1, 3: 0, 4: 0}",0
157,False,"{'a': 0.0099, 'e': 0.21133726696229363}",20,3,13.847949915857319,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
158,False,"{'a': 0.0099, 'e': 0.20925535050983152}",20,10,14.333852991703885,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
159,False,"{'a': 0.0099, 'e': 0.20719394334178157}",20,12,15.889839849503435,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
160,False,"{'a': 0.0099, 'e': 0.20515284341797715}",25,0,37.572540000328765,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
161,False,"{'a': 0.0099, 'e': 0.20313185068858083}",25,10,17.209967242911418,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
162,False,"{'a': 0.0099, 'e': 0.2011307670744774}",20,16,7.250540185945026,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
163,False,"{'a': 0.0099, 'e': 0.19914939644786}",20,0,27.795027318259418,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
164,False,"{'a': 0.0099, 'e': 0.1971875446130074}",30,19,2.0286022954307796,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
165,False,"{'a': 0.0099, 'e': 0.1952450192872508}",20,6,22.7166795518418,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
166,False,"{'a': 0.0099, 'e': 0.19332163008212802}",20,16,6.773943501983037,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
167,False,"{'a': 0.0099, 'e': 0.19141718848472344}",30,19,16.574470743517203,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
168,False,"{'a': 0.0099, 'e': 0.1895315078391916}",25,6,-9.553480815346985,"{0: 16, 1: 1, 2: 1, 3: 1, 4: 0}",1
169,False,"{'a': 0.0099, 'e': 0.1876644033284629}",20,0,19.003389661964583,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
170,False,"{'a': 0.0099, 'e': 0.18581569195612965}",20,11,19.011966696851623,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
171,False,"{'a': 0.0099, 'e': 0.18398519252851034}",20,0,-7.736757756196927,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
172,False,"{'a': 0.0099, 'e': 0.18217272563689074}",25,14,1.2249673005454,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
173,False,"{'a': 0.0099, 'e': 0.18037811363993997}",20,0,31.11157949710667,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
174,False,"{'a': 0.0099, 'e': 0.1786011806462996}",25,8,-14.193683057506105,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
175,False,"{'a': 0.0099, 'e': 0.1768417524973445}",35,16,-18.15804513041306,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 1}",1
176,False,"{'a': 0.0099, 'e': 0.17509965675011335}",30,18,1.5838644796005725,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
177,False,"{'a': 0.0099, 'e': 0.17337472266040743}",25,13,-33.26735919979113,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
178,False,"{'a': 0.0099, 'e': 0.1716667811660558}",20,11,18.653056781233392,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
179,False,"{'a': 0.0099, 'e': 0.1699756648703454}",30,7,6.540519745641941,"{0: 20, 1: 1, 2: 2, 3: 0, 4: 0}",1
180,False,"{'a': 0.0099, 'e': 0.16830120802561432}",25,6,20.169470706495627,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
181,False,"{'a': 0.0099, 'e': 0.1666432465170069}",20,12,13.088799314453295,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
182,False,"{'a': 0.0099, 'e': 0.16500161784638834}",25,3,19.023399304788516,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
183,False,"{'a': 0.0099, 'e': 0.16337616111641862}",30,11,19.90369788365539,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
184,False,"{'a': 0.0099, 'e': 0.16176671701478237}",25,10,17.535865635156426,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
185,False,"{'a': 0.0099, 'e': 0.16017312779857493}",25,9,20.598928054706366,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
186,False,"{'a': 0.0099, 'e': 0.15859523727884148}",30,20,17.59985421654806,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
187,False,"{'a': 0.0099, 'e': 0.1570328908052691}",20,10,4.767227866188828,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
188,False,"{'a': 0.0099, 'e': 0.15548593525102927}",20,8,11.149765383818288,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
189,False,"{'a': 0.0099, 'e': 0.1539542189977698}",25,5,22.920273352429682,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
190,False,"{'a': 0.0099, 'e': 0.1524375919207545}",20,0,-38.50933970687065,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
191,False,"{'a': 0.0099, 'e': 0.15093590537414955}",20,14,12.170818621081244,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
192,False,"{'a': 0.0099, 'e': 0.14944901217645443}",25,0,-28.728459582494,"{0: 21, 1: 2, 2: 1, 3: 0, 4: 1}",1
193,False,"{'a': 0.0099, 'e': 0.14797676659607656}",20,0,-43.86004031318089,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
194,False,"{'a': 0.0099, 'e': 0.14651902433704803}",25,18,5.582617607348778,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
195,False,"{'a': 0.0099, 'e': 0.14507564252488317}",25,6,-12.930075305442973,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 1}",1
196,False,"{'a': 0.0099, 'e': 0.1436464796925751}",25,8,14.229629454748776,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
197,False,"{'a': 0.0099, 'e': 0.14223139576673063}",20,9,19.969169513848975,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
198,False,"{'a': 0.0099, 'e': 0.1408302520538414}",35,10,-27.26349650403706,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 1}",1
199,False,"{'a': 0.0099, 'e': 0.13944291122669045}",25,0,6.860746596755858,"{0: 23, 1: 1, 2: 0, 3: 1, 4: 0}",0
